INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
ETG117274	ETG403370	Nr0b2	gps2	Shp	-	Two-hybrid	Sanyal S (2007)	17895379	10116	8355
ETG81827	ETG29677	Psmc5	Psmc3	Sug1	-	Co-fractionation	Brooks P (2000)	10657252	10116	10116
ETG81827	ETG307821	Psmc5	Psmd7	Sug1	-	Co-fractionation	Brooks P (2000)	10657252	10116	10116
ETG29677	ETG307821	Psmc3	Psmd7	-	-	Co-fractionation	Brooks P (2000)	10657252	10116	10116
ETG29677	ETG287716	Psmc3	Psme3	-	Ab2-371	Co-fractionation	Brooks P (2000)	10657252	10116	10116
ETG24948	ETG50522	Fmr1	Ubc	FMRP	-	Affinity Capture-Western	Nalavadi VC (2012)	22357842	10116	10116
ETG25729	ETG362817	Ccne1	Cdk2	CYCLE|Ccne	-	Affinity Capture-Western	Imoto M (1997)	9344597	10116	10116
ETG25729	ETG291145	Ccne1	Hist1h1a	CYCLE|Ccne	-	Biochemical Activity	Imoto M (1997)	9344597	10116	10116
ETG362817	ETG291145	Cdk2	Hist1h1a	-	-	Biochemical Activity	Imoto M (1997)	9344597	10116	10116
ETG54237	ETG291145	Cdk1	Hist1h1a	Cdc2|Cdc2a	-	Biochemical Activity	Imoto M (1997)	9344597	10116	10116
ETG295052	ETG291145	Ccna1	Hist1h1a	-	-	Biochemical Activity	Imoto M (1997)	9344597	10116	10116
ETG117263	ETG81827	Psmc1	Psmc5	s4	Sug1	Affinity Capture-Western	Makino Y (1999)	10526239	10116	10116
ETG117526	ETG81827	Tbp	Psmc5	TFIID	Sug1	Affinity Capture-Western	Makino Y (1999)	10526239	10116	10116
ETG117526	ETG117263	Tbp	Psmc1	TFIID	s4	Affinity Capture-Western	Makino Y (1999)	10526239	10116	10116
ETG117526	ETG25581	Tbp	Psmc2	TFIID	MSS1	Affinity Capture-Western	Makino Y (1999)	10526239	10116	10116
ETG81827	ETG117526	Psmc5	Tbp	Sug1	TFIID	Affinity Capture-Western	Makino Y (1999)	10526239	10116	10116
ETG81827	ETG117263	Psmc5	Psmc1	Sug1	s4	Affinity Capture-Western	Makino Y (1999)	10526239	10116	10116
ETG81827	ETG25581	Psmc5	Psmc2	Sug1	MSS1	Affinity Capture-Western	Makino Y (1999)	10526239	10116	10116
ETG25581	ETG117526	Psmc2	Tbp	MSS1	TFIID	Affinity Capture-Western	Makino Y (1999)	10526239	10116	10116
ETG25581	ETG81827	Psmc2	Psmc5	MSS1	Sug1	Affinity Capture-Western	Makino Y (1999)	10526239	10116	10116
ETG25581	ETG81827	Psmc2	Psmc5	MSS1	Sug1	Co-fractionation	Makino Y (1999)	10526239	10116	10116
ETG117526	ETG81827	Tbp	Psmc5	TFIID	Sug1	Co-fractionation	Makino Y (1999)	10526239	10116	10116
ETG117526	ETG25581	Tbp	Psmc2	TFIID	MSS1	Co-fractionation	Makino Y (1999)	10526239	10116	10116
ETG117526	ETG117152	Tbp	Cand1	TFIID	Tip120|Tip120A	Co-fractionation	Makino Y (1999)	10526239	10116	10116
ETG117152	ETG81827	Cand1	Psmc5	Tip120|Tip120A	Sug1	Affinity Capture-Western	Makino Y (1999)	10526239	10116	10116
ETG117152	ETG25581	Cand1	Psmc2	Tip120|Tip120A	MSS1	Affinity Capture-Western	Makino Y (1999)	10526239	10116	10116
ETG117152	ETG117526	Cand1	Tbp	Tip120|Tip120A	TFIID	Affinity Capture-Western	Makino Y (1999)	10526239	10116	10116
ETG25400	ETG81827	Camk2a	Psmc5	PK2CDD|PKCCD	Sug1	Biochemical Activity	Djakovic SN (2009)	19638347	10116	10116
ETG29669	ETG25400	Psma2	Camk2a	-	PK2CDD|PKCCD	Biochemical Activity	Djakovic SN (2009)	19638347	10116	10116
ETG29677	ETG25897	Psmc3	RNF19A	-	RNF19	Affinity Capture-Western	Rivkin E (2009)	19517565	10116	9606
ETG29144	ETG29548	Canx	Homer3	-	Vesl-3	Co-fractionation	Rezvani K (2012)	22486777	10116	10116
ETG29144	ETG81827	Canx	Psmc5	-	Sug1	Co-fractionation	Rezvani K (2012)	22486777	10116	10116
ETG29144	ETG24414	Canx	Grm1	-	Gprc1a	Co-fractionation	Rezvani K (2012)	22486777	10116	10116
ETG29669	ETG29548	Psma2	Homer3	-	Vesl-3	Affinity Capture-Western	Rezvani K (2012)	22486777	10116	10116
ETG29669	ETG81827	Psma2	Psmc5	-	Sug1	Affinity Capture-Western	Rezvani K (2012)	22486777	10116	10116
ETG29669	ETG24414	Psma2	Grm1	-	Gprc1a	Affinity Capture-Western	Rezvani K (2012)	22486777	10116	10116
ETG361381	ETG5701	Rad23a	PSMC2	-	MSS1|Nbla10058|S7	Affinity Capture-Western	Bingol B (2010)	20178748	10116	9606
ETG361381	ETG815	Rad23a	CAMK2A	-	CAMKA	Affinity Capture-Western	Bingol B (2010)	20178748	10116	9606
ETG361381	ETG816	Rad23a	CAMK2B	-	CAM2|CAMK2|CAMKB	Affinity Capture-Western	Bingol B (2010)	20178748	10116	9606
ETG361381	ETG5705	Rad23a	PSMC5	-	S8|SUG-1|SUG1|TBP10|TRIP1|p45|p45/SUG	Affinity Capture-Western	Bingol B (2010)	20178748	10116	9606
ETG81827	ETG815	Psmc5	CAMK2A	Sug1	CAMKA	Affinity Capture-Western	Bingol B (2010)	20178748	10116	9606
ETG314856	ETG24842	Mdm2	Tp53	-	Trp53|p53	Two-hybrid	Chen H (2012)	22405968	10116	10116
ETG314856	ETG24842	Mdm2	Tp53	-	Trp53|p53	Affinity Capture-Western	Chen H (2012)	22405968	10116	10116
ETG983	ETG116685	CDK1	Lmnb1	CDC2|CDC28A|P34CDC2	-	Biochemical Activity	Horton LE (1997)	9053846	9606	10116
ETG891	ETG116685	CCNB1	Lmnb1	CCNB	-	Biochemical Activity	Horton LE (1997)	9053846	9606	10116
ETG1017	ETG116685	CDK2	Lmnb1	CDKN2|p33(CDK2)	-	Biochemical Activity	Horton LE (1997)	9053846	9606	10116
ETG890	ETG116685	CCNA2	Lmnb1	CCN1|CCNA	-	Biochemical Activity	Horton LE (1997)	9053846	9606	10116
ETG24680	ETG24547	Prkca	Mbp	Pkca	Mbps	Co-fractionation	Schmitz-Peiffer C (1996)	8947489	10116	10116
ETG24680	ETG691496	Prkca	Hist3h3	Pkca	-	Co-fractionation	Schmitz-Peiffer C (1996)	8947489	10116	10116
ETG24680	ETG690987	Prkca	Gys1	Pkca	-	Co-fractionation	Schmitz-Peiffer C (1996)	8947489	10116	10116
ETG24680	ETG24329	Prkca	Egfr	Pkca	ERBB1|ErbB-1|Errp	Co-fractionation	Schmitz-Peiffer C (1996)	8947489	10116	10116
ETG117056	ETG117056	H3f3b	H3f3b	H3.3B	H3.3B	Co-localization	Noh KM (2012)	22371606	10116	10116
ETG81518	ETG58954	Mef2d	Klf6	-	Aa1017|CPBP|Copeb|Zf9	Co-localization	Salma J (2012)	22357862	10116	10116
ETG25636	ETG81518	Prkaca	Mef2d	Cs-PKA|PKCA1	-	Two-hybrid	Salma J (2012)	22357862	10116	10116
ETG81518	ETG363287	Mef2d	Hdac4	-	-	Affinity Capture-Western	Salma J (2012)	22357862	10116	10116
ETG24370	ETG362533	Foxg1	Tle1	BF1A|Fkhl1|RATBF1A	-	Affinity Capture-Western	Dastidar SG (2012)	22354967	10116	10116
ETG362533	ETG24370	Tle1	Foxg1	-	BF1A|Fkhl1|RATBF1A	Affinity Capture-Western	Dastidar SG (2012)	22354967	10116	10116
ETG266729	ETG691149	Dab1	Capza1	-	-	Affinity Capture-Western	Sato Y (2007)	18076569	10116	10116
ETG266729	ETG298584	Dab1	Capzb	-	-	Affinity Capture-Western	Sato Y (2007)	18076569	10116	10116
ETG25113	ETG113970	Ddn	Magi2	Den	Acvrinp1|Acvrip1|S-SCAM	Affinity Capture-Western	Kawata A (2006)	16751601	10116	10116
ETG113970	ETG25113	Magi2	Ddn	Acvrinp1|Acvrip1|S-SCAM	Den	Affinity Capture-Western	Kawata A (2006)	16751601	10116	10116
ETG500985	RP11-345L8.1	Cbl	SH3KBP1	RGD1561386	CD2BP3|CIN85|GIG10|HSB-1|HSB1|MIG18	Affinity Capture-Western	Molfetta R (2005)	16177060	10116	9606
ETG24705	ETG500538	Rara	Ybx1	-	Byb1|Cbfa|Dbpb|Ef1a|Msy1|Nsep1|Yb1	Affinity Capture-Western	Shi JH (2012)	22337869	10116	10116
ETG24705	ETG114505	Rara	Klf4	-	GKLF	Affinity Capture-Western	Shi JH (2012)	22337869	10116	10116
ETG24705	ETG24790	Rara	Sp1	-	-	Affinity Capture-Western	Shi JH (2012)	22337869	10116	10116
ETG500538	ETG24705	Ybx1	Rara	Byb1|Cbfa|Dbpb|Ef1a|Msy1|Nsep1|Yb1	-	Affinity Capture-Western	Shi JH (2012)	22337869	10116	10116
ETG114505	ETG24705	Klf4	Rara	GKLF	-	Affinity Capture-Western	Shi JH (2012)	22337869	10116	10116
ETG24790	ETG24705	Sp1	Rara	-	-	Affinity Capture-Western	Shi JH (2012)	22337869	10116	10116
ETG500538	ETG114505	Ybx1	Klf4	Byb1|Cbfa|Dbpb|Ef1a|Msy1|Nsep1|Yb1	GKLF	Affinity Capture-Western	Shi JH (2012)	22337869	10116	10116
ETG500538	ETG24790	Ybx1	Sp1	Byb1|Cbfa|Dbpb|Ef1a|Msy1|Nsep1|Yb1	-	Affinity Capture-Western	Shi JH (2012)	22337869	10116	10116
ETG114505	ETG500538	Klf4	Ybx1	GKLF	Byb1|Cbfa|Dbpb|Ef1a|Msy1|Nsep1|Yb1	Affinity Capture-Western	Shi JH (2012)	22337869	10116	10116
ETG114505	ETG24790	Klf4	Sp1	GKLF	-	Affinity Capture-Western	Shi JH (2012)	22337869	10116	10116
ETG24790	ETG500538	Sp1	Ybx1	-	Byb1|Cbfa|Dbpb|Ef1a|Msy1|Nsep1|Yb1	Affinity Capture-Western	Shi JH (2012)	22337869	10116	10116
ETG24790	ETG114505	Sp1	Klf4	-	GKLF	Affinity Capture-Western	Shi JH (2012)	22337869	10116	10116
ETG57025	ETG313413	Adam15	Sgip1	MDC15|tMDCVI	RGD1564957	Affinity Capture-Western	Gortat A (2012)	22167186	10116	10116
ETG12576	ETG25193	Cdkn1b	Ccnd3	AA408329|AI843786|Kip1|p27|p27Kip1	-	Affinity Capture-Western	Soos TJ (1996)	8822197	10090	10116
ETG1759	ETG25255	DNM1	Dyrk1a	DNM	Dyrk|PSK47	Biochemical Activity	Huang Y (2004)	15287745	9606	10116
ETG24675	ETG273	Ppp3cb	AMPH	Calna2	AMPH1	Biochemical Activity	Bauerfeind R (1997)	9388246	10116	9606
ETG60668	ETG160	Amph	AP2A1	Amph1	ADTAA|AP2-ALPHA|CLAPA1	Affinity Capture-Western	Wigge P (1997)	9259551	10116	9606
ETG60668	ETG1759	Amph	DNM1	Amph1	DNM	Affinity Capture-Western	Wigge P (1997)	9259551	10116	9606
ETG308578	ETG273	Ap2a1	AMPH	-	AMPH1	Affinity Capture-Western	Wigge P (1997)	9259551	10116	9606
ETG308578	ETG1759	Ap2a1	DNM1	-	DNM	Affinity Capture-Western	Wigge P (1997)	9259551	10116	9606
ETG81504	ETG1759	Grb2	DNM1	-	DNM	Affinity Capture-Western	Wigge P (1997)	9259551	10116	9606
ETG60668	ETG85238	Amph	Synj1	Amph1	-	Affinity Capture-Western	Ramjaun AR (1997)	9195986	10116	10116
ETG60668	ETG140694	Amph	Dnm1	Amph1	Dnm	Affinity Capture-Western	Ramjaun AR (1997)	9195986	10116	10116
ETG117028	ETG85238	Bin1	Synj1	-	-	Affinity Capture-Western	Ramjaun AR (1997)	9195986	10116	10116
ETG117028	ETG140694	Bin1	Dnm1	-	Dnm	Affinity Capture-Western	Ramjaun AR (1997)	9195986	10116	10116
ETG60668	ETG308709	Amph	Synm	Amph1	Dmn	Affinity Capture-Western	David C (1996)	8552632	10116	10116
ETG60668	ETG81637	Amph	Ap2a2	Amph1	-	Affinity Capture-Western	David C (1996)	8552632	10116	10116
ETG81650	BOS_11189	Csnk2b	CALM1	Ck2	-	Biochemical Activity	Quadroni M (1994)	8206911	10116	9913
ETG29382	ETG305501	Ctbp1	Ikzf1	50-kDaBFA-inducedADP-ribosylatedsubstrate|BARS-50|Bars|CtBP3/BARS	RGD1562979	Affinity Capture-Western	Dorman K (2012)	22301782	10116	10116
ETG24253	ETG6595	Cebpb	SMARCA2	Il6dbp|NF-IL6|TCF5	BAF190|BRM|NCBRS|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG6597	Cebpb	SMARCA4	Il6dbp|NF-IL6|TCF5	BAF190|BAF190A|BRG1|MRD16|RTPS2|SNF2|SNF2L4|SNF2LB|SWI2|hSNF2b	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG6599	Cebpb	SMARCC1	Il6dbp|NF-IL6|TCF5	BAF155|CRACC1|Rsc8|SRG3|SWI3	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG6598	Cebpb	SMARCB1	Il6dbp|NF-IL6|TCF5	BAF47|INI1|MRD15|PPP1R144|RDT|RTPS1|SNF5|SNF5L1|SWNTS1|Sfh1p|Snr1|hSNFS	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG8467	Cebpb	SMARCA5	Il6dbp|NF-IL6|TCF5	ISWI|SNF2H|WCRF135|hISWI|hSNF2H	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	HSPC317	Cebpb	BAZ1A	Il6dbp|NF-IL6|TCF5	ACF1|WALp1|WCRF180|hACF1	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG54108	Cebpb	CHRAC1	Il6dbp|NF-IL6|TCF5	CHARC1|CHARC15|CHRAC-1|CHRAC-15|CHRAC15|YCL1	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG54107	Cebpb	POLE3	Il6dbp|NF-IL6|TCF5	CHARAC17|CHRAC17|YBL1|p17	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG54617	Cebpb	INO80	Il6dbp|NF-IL6|TCF5	INO80A|INOC1|hINO80	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG6596	Cebpb	HLTF	Il6dbp|NF-IL6|TCF5	HIP116|HIP116A|HLTF1|RNF80|SMARCA3|SNF2L3|ZBU1	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG5591	Cebpb	PRKDC	Il6dbp|NF-IL6|TCF5	DNA-PKcs|DNAPK|DNPK1|HYRC|HYRC1|IMD26|XRCC7|p350	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	RP11-544M22.5	Cebpb	USF1	Il6dbp|NF-IL6|TCF5	FCHL|FCHL1|HYPLIP1|MLTF|MLTFI|UEF|bHLHb11	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG7023	Cebpb	TFAP4	Il6dbp|NF-IL6|TCF5	AP-4|bHLHc41	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	RP11-59I9.2	Cebpb	BEND3	Il6dbp|NF-IL6|TCF5	KIAA1553	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG7024	Cebpb	TFCP2	Il6dbp|NF-IL6|TCF5	LBP1C|LSF|LSF1D|SEF|TFCP2C	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG7026	Cebpb	NR2F2	Il6dbp|NF-IL6|TCF5	ARP1|CHTD4|COUPTFB|COUPTFII|NF-E3|NR2F1|SVP40|TFCOUP2	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG3726	Cebpb	JUNB	Il6dbp|NF-IL6|TCF5	AP-1	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG3980	Cebpb	LIG3	Il6dbp|NF-IL6|TCF5	LIG2	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG6500	Cebpb	SKP1	Il6dbp|NF-IL6|TCF5	EMC19|OCP-II|OCP2|SKP1A|TCEB1L|p19A	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG11284	Cebpb	PNKP	Il6dbp|NF-IL6|TCF5	EIEE10|MCSZ|PNK	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG11016	Cebpb	ATF7	Il6dbp|NF-IL6|TCF5	ATFA	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG7515	Cebpb	XRCC1	Il6dbp|NF-IL6|TCF5	RCC	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG2101	Cebpb	ESRRA	Il6dbp|NF-IL6|TCF5	ERR1|ERRa|ERRalpha|ESRL1|NR3B1	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	PP8000	Cebpb	TERF2IP	Il6dbp|NF-IL6|TCF5	DRIP5|RAP1	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG7182	Cebpb	NR2C2	Il6dbp|NF-IL6|TCF5	TAK1|TR4	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG8625	Cebpb	RFXANK	Il6dbp|NF-IL6|TCF5	ANKRA1|BLS|F14150_1|RFX-B	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG5983	Cebpb	RFC3	Il6dbp|NF-IL6|TCF5	RFC38	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG4673	Cebpb	NAP1L1	Il6dbp|NF-IL6|TCF5	NAP1|NAP1L|NRP	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	RP5-1066H13.1	Cebpb	NFYC	Il6dbp|NF-IL6|TCF5	CBF-C|CBFC|H1TF2A|HAP5|HSM|NF-YC	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG4211	Cebpb	MEIS1	Il6dbp|NF-IL6|TCF5	-	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG6742	Cebpb	SSBP1	Il6dbp|NF-IL6|TCF5	Mt-SSB|SOSS-B1|SSBP|mtSSB	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG4782	Cebpb	NFIC	Il6dbp|NF-IL6|TCF5	CTF|CTF5|NF-I|NFI	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	DADB-100D22.1	Cebpb	RXRB	Il6dbp|NF-IL6|TCF5	DAUDI6|H-2RIIBP|NR2B2|RCoR-1	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG54555	Cebpb	DDX49	Il6dbp|NF-IL6|TCF5	R27090_2	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG5989	Cebpb	RFX1	Il6dbp|NF-IL6|TCF5	EFC|RFX	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG387	Cebpb	RHOA	Il6dbp|NF-IL6|TCF5	ARH12|ARHA|RHO12|RHOH12	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG3148	Cebpb	HMGB2	Il6dbp|NF-IL6|TCF5	HMG2	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG7913	Cebpb	DEK	Il6dbp|NF-IL6|TCF5	D6S231E	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG5885	Cebpb	RAD21	Il6dbp|NF-IL6|TCF5	CDLS4|HR21|HRAD21|MCD1|NXP1|SCC1|hHR21	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG8099	Cebpb	CDK2AP1	Il6dbp|NF-IL6|TCF5	DOC1|DORC1|ST19|doc-1|p12DOC-1	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG5441	Cebpb	POLR2L	Il6dbp|NF-IL6|TCF5	RBP10|RPABC5|RPB10|RPB10beta|RPB7.6|hRPB7.6	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG10179	Cebpb	RBM7	Il6dbp|NF-IL6|TCF5	-	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	RP4-547C9.3	Cebpb	RPA2	Il6dbp|NF-IL6|TCF5	REPA2|RP-A p32|RP-A p34|RPA32	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG51341	Cebpb	ZBTB7A	Il6dbp|NF-IL6|TCF5	FBI-1|FBI1|LRF|ZBTB7|ZNF857A|pokemon	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	CAGF28	Cebpb	PAXIP1	Il6dbp|NF-IL6|TCF5	CAGF29|PACIP1|PAXIP1L|PTIP|TNRC2	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	RP11-545I5.1	Cebpb	SHPRH	Il6dbp|NF-IL6|TCF5	bA545I5.2	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	ETG50485	Cebpb	SMARCAL1	Il6dbp|NF-IL6|TCF5	HARP|HHARP	Affinity Capture-Western	Steinberg XP (2012)	22242598	10116	9606
ETG24253	HSPC317	Cebpb	BAZ1A	Il6dbp|NF-IL6|TCF5	ACF1|WALp1|WCRF180|hACF1	Reconstituted Complex	Steinberg XP (2012)	22242598	10116	9606
ETG25620	LA16c-313D11.6	Crem	STUB1	Icer	CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1	Affinity Capture-Western	Woo CH (2010)	20724525	10116	9606
ETG25620	ETG50522	Crem	Ubc	Icer	-	Affinity Capture-Western	Woo CH (2010)	20724525	10116	10116
LA16c-313D11.6	ETG50522	STUB1	Ubc	CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1	-	Affinity Capture-Western	Woo CH (2010)	20724525	9606	10116
ETG24812	ETG24811	Tap2	Tap1	Abcb3|Cim	Abcb2|Cim|Tap2	Affinity Capture-Western	Knittler MR (1999)	10508608	10116	10116
ETG24812	ETG811	Tap2	CALR	Abcb3|Cim	CRT|HEL-S-99n|RO|SSA|cC1qR	Affinity Capture-Western	Knittler MR (1999)	10508608	10116	9606
ETG24812	ETG2923	Tap2	PDIA3	Abcb3|Cim	ER60|ERp57|ERp60|ERp61|GRP57|GRP58|HEL-S-269|HEL-S-93n|HsT17083|P58|PI-PLC	Affinity Capture-Western	Knittler MR (1999)	10508608	10116	9606
ETG24812	DADB-159G18.7	Tap2	TAPBP	Abcb3|Cim	NGS17|TAPA|TPN|TPSN	Affinity Capture-Western	Knittler MR (1999)	10508608	10116	9606
ETG24812	CDABP0067	Tap2	HLA-B	Abcb3|Cim	AS|HLAB|SPDA1	Affinity Capture-Western	Knittler MR (1999)	10508608	10116	9606
ETG298012	ETG360543	Rad23b	Myh4	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG316740	Rad23b	Myom1	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG64701	Rad23b	Rpn2	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG25596	Rad23b	Rpn1	-	RIBI	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG266759	Rad23b	Hspa4	-	Hsp110|Hsp70|irp94	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG287670	Rad23b	Psmd3	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG297593	Rad23b	Usp5	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG116643	Rad23b	Vcp	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG29677	Rad23b	Psmc3	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	rCG_26455	Rad23b	Psmd14	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG291796	Rad23b	Usp14	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG50522	Rad23b	Ubc	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG116643	ETG297593	Vcp	Usp5	-	-	Co-fractionation	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG498433	Rad23b	Psme4	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG29630	Rad23b	Psme1	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG287716	Rad23b	Psme3	-	Ab2-371	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG25124	Rad23b	Stat1	-	DD6G4-4	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG171361	Rad23b	Eef1a1	-	EEF-1|EEF1A|EF1A|Eef1a2|Eef1a2l1|SI	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG29565	Rad23b	Eef2	-	Ef-2	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG140639	Rad23b	Nploc4	-	Npl4	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG84478	Rad23b	Ufd1l	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG83809	Rad23b	Nsfl1c	-	XY40|p47	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG293719	Rad23b	Ubxn1	-	2B28|RGD1309471	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	rCG_37297	Rad23b	Psmf1	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG65138	Rad23b	Adrm1	-	Gp110	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG360853	Rad23b	Uchl5	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG361585	Rad23b	Ube3a	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG113894	Rad23b	Sqstm1	-	Osi|ZIP|ZIP3	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG313658	Rad23b	Ubr4	-	Rbaf600	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG315771	Rad23b	Herc1	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG360471	Rad23b	Usp7	-	Hausp	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG29275	Rad23b	Actc1	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG81822	Rad23b	Actb	-	Actx	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG299850	Rad23b	Dctn2	-	-	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
ETG298012	ETG56781	Rad23b	Myl1	-	MLC3-f|MLCf|Mcl3|Mlc1|Mlc3	Affinity Capture-MS	Besche HC (2009)	19182904	10116	10116
